"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","snippet_splitter_out.ds_9$gc","../ml_model/src/main/resources/snippet_splitter_out/ds_9$gc/ds_9$gc_snip_6_writeUTable321.java","3","8","The method 'writeUTable321(UTable)' has a cyclomatic complexity of 7.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_9$gc","../ml_model/src/main/resources/snippet_splitter_out/ds_9$gc/ds_9$gc_snip_7_getMove411.java","3","15","The method 'getMove411(StringBuilder, Move)' has a cyclomatic complexity of 5.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_9$gc","../ml_model/src/main/resources/snippet_splitter_out/ds_9$gc/ds_9$gc_snip_8_getMove421.java","3","11","The method 'getMove421(StringBuilder, Move)' has a cyclomatic complexity of 5.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_9$gc","../ml_model/src/main/resources/snippet_splitter_out/ds_9$gc/ds_9$gc_snip_9_shortenText511.java","3","15","The method 'shortenText511(String, Control)' has a cyclomatic complexity of 4.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_9$nc","../ml_model/src/main/resources/snippet_splitter_out/ds_9$nc/ds_9$nc_snip_10_shortenText523.java","3","12","The method 'shortenText523(String, Control)' has a cyclomatic complexity of 4.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_9$nc","../ml_model/src/main/resources/snippet_splitter_out/ds_9$nc/ds_9$nc_snip_1_logAndEmailSeriousProblemS113.java","3","11","The method 'logAndEmailSeriousProblemS113(Throwable, HttpServletRequest)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_9$nc","../ml_model/src/main/resources/snippet_splitter_out/ds_9$nc/ds_9$nc_snip_2_logAndEmailSeriousProblemS123.java","3","11","The method 'logAndEmailSeriousProblemS123(Throwable, HttpServletRequest)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_9$nc","../ml_model/src/main/resources/snippet_splitter_out/ds_9$nc/ds_9$nc_snip_3_apply213.java","3","11","The method 'apply213(Project, NotificationStore)' has a cyclomatic complexity of 7.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_9$nc","../ml_model/src/main/resources/snippet_splitter_out/ds_9$nc/ds_9$nc_snip_4_apply223.java","3","11","The method 'apply223(Project, NotificationStore)' has a cyclomatic complexity of 7.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_9$nc","../ml_model/src/main/resources/snippet_splitter_out/ds_9$nc/ds_9$nc_snip_5_copyUTable313.java","3","8","The method 'copyUTable313(UTable)' has a cyclomatic complexity of 7.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_9$nc","../ml_model/src/main/resources/snippet_splitter_out/ds_9$nc/ds_9$nc_snip_6_writeUTable323.java","3","8","The method 'writeUTable323(UTable)' has a cyclomatic complexity of 7.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_9$nc","../ml_model/src/main/resources/snippet_splitter_out/ds_9$nc/ds_9$nc_snip_7_getMove413.java","3","11","The method 'getMove413(StringBuilder, Move)' has a cyclomatic complexity of 5.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_9$nc","../ml_model/src/main/resources/snippet_splitter_out/ds_9$nc/ds_9$nc_snip_8_getMove.java","3","11","The method 'getMove(StringBuilder, Move)' has a cyclomatic complexity of 5.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_9$nc","../ml_model/src/main/resources/snippet_splitter_out/ds_9$nc/ds_9$nc_snip_9_shortenText513.java","3","12","The method 'shortenText513(String, Control)' has a cyclomatic complexity of 4.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_f","../ml_model/src/main/resources/snippet_splitter_out/ds_f/ds_f_snip_ArrayAverage_compute.java","3","5","The method 'compute(int[])' has a cyclomatic complexity of 2.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_f","../ml_model/src/main/resources/snippet_splitter_out/ds_f/ds_f_snip_ContainsSubstring_compute.java","3","5","The method 'compute(String, String)' has a cyclomatic complexity of 6.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_f","../ml_model/src/main/resources/snippet_splitter_out/ds_f/ds_f_snip_CountVowels_compute.java","3","5","The method 'compute(String)' has a cyclomatic complexity of 4.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_f","../ml_model/src/main/resources/snippet_splitter_out/ds_f/ds_f_snip_DumbSort_compute.java","3","5","The method 'compute(int, int, int, int)' has a cyclomatic complexity of 6.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_f","../ml_model/src/main/resources/snippet_splitter_out/ds_f/ds_f_snip_GreatestCommonDivisor_compute.java","3","5","The method 'compute(int, int)' has a cyclomatic complexity of 4.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_f","../ml_model/src/main/resources/snippet_splitter_out/ds_f/ds_f_snip_RecursiveBinaryToDecimal_compute.java","3","5","The method 'compute(String, int)' has a cyclomatic complexity of 3.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_f","../ml_model/src/main/resources/snippet_splitter_out/ds_f/ds_f_snip_RecursiveCrossSum_compute.java","3","5","The method 'compute(int)' has a cyclomatic complexity of 2.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_f","../ml_model/src/main/resources/snippet_splitter_out/ds_f/ds_f_snip_RecursiveFactorial_compute.java","3","5","The method 'compute(int)' has a cyclomatic complexity of 2.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_f","../ml_model/src/main/resources/snippet_splitter_out/ds_f/ds_f_snip_RecursiveFibonacciVariant_compute.java","3","5","The method 'compute(int)' has a cyclomatic complexity of 2.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_f","../ml_model/src/main/resources/snippet_splitter_out/ds_f/ds_f_snip_RecursivePower_compute.java","3","5","The method 'compute(int, int)' has a cyclomatic complexity of 3.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_f","../ml_model/src/main/resources/snippet_splitter_out/ds_f/ds_f_snip_SquareRoot_compute.java","3","5","The method 'compute(int[])' has a cyclomatic complexity of 4.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_f","../ml_model/src/main/resources/snippet_splitter_out/ds_f/ds_f_snip_YesNo_compute.java","3","5","The method 'compute(String)' has a cyclomatic complexity of 5.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_f","../ml_model/src/main/resources/snippet_splitter_out/ds_f/ds_f_snip_hIndex_compute.java","3","5","The method 'compute(int[])' has a cyclomatic complexity of 3.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_f","../ml_model/src/main/resources/snippet_splitter_out/ds_f/ds_f_snip_isHurricane_compute.java","3","5","The method 'compute(int)' has a cyclomatic complexity of 6.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_f","../ml_model/src/main/resources/snippet_splitter_out/ds_f/ds_f_snip_isPalindrome_compute.java","3","5","The method 'compute(String)' has a cyclomatic complexity of 3.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_f","../ml_model/src/main/resources/snippet_splitter_out/ds_f/ds_f_snip_lengthOfLastWord_compute.java","3","5","The method 'compute(String)' has a cyclomatic complexity of 7.","Design","CyclomaticComplexity"
