programming_experience,java_experience,complexity,MinNameQuality,MinInternalDocumentation,MinExternalDocumentation,MinExternalPopularity,MeanInternalDocumentation,MeanExternalDocumentation,MeanExternalPopularity,MaxNameQuality,MaxInternalDocumentation,Readability,READABILITY.New.Identifiers.words.AVG,READABILITY.New.Abstractness.words.AVG,READABILITY.New.Abstractness.words.MAX,READABILITY.New.Commented.words.AVG,READABILITY.New.Synonym.commented.words.AVG,READABILITY.New.Synonym.commented.words.MAX,READABILITY.New.Comments.readability,READABILITY.New.Number.of.senses.AVG,READABILITY.New.Number.of.senses.MAX,READABILITY.New.Text.Coherence.AVG,READABILITY.New.Text.Coherence.MIN,READABILITY.New.Text.Coherence.MAX,READABILITY.BW.Avg.Assignment,READABILITY.BW.Avg.blank.lines,READABILITY.BW.Avg.commas,READABILITY.BW.Avg.comments,READABILITY.BW.Avg.comparisons,READABILITY.BW.Avg.Identifiers.Length,READABILITY.BW.Avg.conditionals,READABILITY.BW.Avg.indentation.length,READABILITY.BW.Avg.keywords,READABILITY.BW.Avg.line.length,READABILITY.BW.Avg.loops,READABILITY.BW.Avg.number.of.identifiers,READABILITY.BW.Avg.numbers,READABILITY.BW.Avg.operators,READABILITY.BW.Avg.parenthesis,READABILITY.BW.Avg.periods,READABILITY.BW.Max.Identifiers.Length,READABILITY.BW.Max.keywords,READABILITY.BW.Max.line.length,READABILITY.BW.Max.number.of.identifiers,READABILITY.BW.Max.char,READABILITY.BW.Max.words,READABILITY.Posnett.entropy,READABILITY.Posnett.volume,READABILITY.Posnett.lines,READABILITY.Dorn.DFT.Assignments,READABILITY.Dorn.DFT.Comparisons,READABILITY.Dorn.DFT.Conditionals,READABILITY.Dorn.DFT.Indentations,READABILITY.Dorn.DFT.LineLengths,READABILITY.Dorn.DFT.Numbers,READABILITY.Dorn.DFT.Operators,READABILITY.Dorn.Visual.X.Comments,READABILITY.Dorn.Visual.X.Numbers,READABILITY.Dorn.Visual.X.Strings,READABILITY.Dorn.Visual.Y.Strings,READABILITY.Dorn.Visual.X.Literals,READABILITY.Dorn.Areas.Identifiers,READABILITY.Dorn.Areas.Keywords,READABILITY.Dorn.Areas.Strings,READABILITY.Dorn.Areas.Operators,READABILITY.Dorn.Areas.Keywords.Identifiers,READABILITY.Dorn.Areas.Operators.Identifiers,READABILITY.Dorn.align.blocks,KASTO.NestedBlocks,KASTO.NumberOfParameters,KASTO.NumberOfStatements,ABU50
3,3,4,0.5,0,6,0.004619633,0.666666667,4809.25,0.022029456,0.833333333,1,0.143728152,0.796992481,4.875968992,11,0,1.414893617,18,0,5.338345865,45,0.399169414,0.144337567,1,0.186046512,0.11627907,0.11627907,0.025641026,0.093023256,8.666666667,0.105263158,6.842105263,0.5,31.21052632,0.026315789,1.973684211,0.131578947,0.023255814,0.953488372,0.421052632,40,2,67,6,322,10,4.548492167,1381.373544,43,42,43,43,43,43,43,43,0,66.13953488,66.90697674,41.69117647,0,0.543844857,0.056492411,0.012647555,0.113827993,0.103875969,0.209302326,34,4.25,0,22,0
3,2,4,0.5,0,6,0.004619633,0.666666667,4809.25,0.022029456,0.833333333,1,0.143728152,0.796992481,4.875968992,11,0,1.414893617,18,0,5.338345865,45,0.399169414,0.144337567,1,0.186046512,0.11627907,0.11627907,0.025641026,0.093023256,8.666666667,0.105263158,6.842105263,0.5,31.21052632,0.026315789,1.973684211,0.131578947,0.023255814,0.953488372,0.421052632,40,2,67,6,322,10,4.548492167,1381.373544,43,42,43,43,43,43,43,43,0,66.13953488,66.90697674,41.69117647,0,0.543844857,0.056492411,0.012647555,0.113827993,0.103875969,0.209302326,34,4.25,0,22,1
3,2,4,1,1,388,0.002920883,1,1629.4,0.011801966,1,1,0.463682532,0.769230769,4.658730159,10,0.104895105,3.065656566,27,100,7.93006993,45,0.385622152,0.080064077,0.954521404,0.195121951,0.021276596,0.048780488,0.130434783,0.024390244,7.574712644,0.075,7.85,0.45,31.35,0,2.175,0.075,0.024390244,0.87804878,0.65,24,2,69,7,412,11,4.596703497,1409.735094,47,41,41,41,41,35,41,41,68.93617021,69,68.89361702,45.8,0,0.400137268,0.046671242,0.065888813,0.090597117,0.116638079,0.226415094,44,3.4,1,24,0
3,3,4,0.75,0.657725,6421,0.024123517,0.923938889,8381.5,0.032146795,0.9375,1,0.455510825,0.772357724,4.512820513,10,0.138211382,3.610778443,31,100,9.105691057,45,0.47424916,0.15430335,1,0.058823529,0.05,0.029411765,0.135135135,0.176470588,8.984615385,0.15625,7.1875,0.4375,32.59375,0.03125,2.03125,0.09375,0.058823529,1.176470588,0.59375,22,2,65,5,313,11,4.606932182,1168.278231,40,34,34,34,34,40,34,34,63.375,64.925,65,38.40909091,0,0.45978879,0.036555646,0.017871649,0.108042242,0.0795053,0.234982332,39,3.333333333,1,22,0
3,2,4,0.75,0.657725,6421,0.024123517,0.923938889,8381.5,0.032146795,0.9375,1,0.455510825,0.772357724,4.512820513,10,0.138211382,3.610778443,31,100,9.105691057,45,0.47424916,0.15430335,1,0.058823529,0.05,0.029411765,0.135135135,0.176470588,8.984615385,0.15625,7.1875,0.4375,32.59375,0.03125,2.03125,0.09375,0.058823529,1.176470588,0.59375,22,2,65,5,313,11,4.606932182,1168.278231,40,34,34,34,34,40,34,34,63.375,64.925,65,38.40909091,0,0.45978879,0.036555646,0.017871649,0.108042242,0.0795053,0.234982332,39,3.333333333,1,22,0
4,2,2,0.875,0,388,0,0,388,0,1,0,0.058544081,0.931034483,3.235602094,10,0,2.57,21,0,13.90147783,37,0,1,0,0.0625,0.0625,0.625,0.032258065,0.125,7.809160305,0,8.8,0.1,59.6,0,4.366666667,2.3,0.21875,2.375,1.8,18,3,88,7,319,29,4.833892274,2464.827438,32,32,32,1,30,32,32,32,0,87.84375,88,30.87640449,0,0.508389262,0.008948546,0.168903803,0.137583893,0.01760176,0.270627063,43,1,0,22,1
4,2,2,0.875,0,388,0,0,388,0,1,0,0.058544081,0.931034483,3.235602094,10,0,2.57,21,0,13.90147783,37,0,1,0,0.0625,0.0625,0.625,0.032258065,0.125,7.809160305,0,8.8,0.1,59.6,0,4.366666667,2.3,0.21875,2.375,1.8,18,3,88,7,319,29,4.833892274,2464.827438,32,32,32,1,30,32,32,32,0,87.84375,88,30.87640449,0,0.508389262,0.008948546,0.168903803,0.137583893,0.01760176,0.270627063,43,1,0,22,0
4,2,4,0.175675676,0,162,0.005531468,0,2614.4,0.124685269,0.175675676,0,0.567715168,0.71969697,5.59,10,0.25,3.711956522,18,100,5.727272727,47,0.390990059,0.177122977,0.793492048,0.205882353,0.138888889,0.117647059,0.09375,0.088235294,8.096385542,0.24137931,12.13793103,0.862068966,45.68965517,0.034482759,2.862068966,0.172413793,0.058823529,0.970588235,0.344827586,27,4,118,12,452,10,4.320445806,1122.203063,36,34,34,34,34,36,1,34,118,0,118,34.81512605,0,0.417208966,0.066522054,0.095444685,0.076644975,0.159445407,0.183708839,8,2.666666667,2,17,1
4,2,4,0.175675676,0,162,0.005531468,0,2614.4,0.124685269,0.175675676,0,0.567715168,0.71969697,5.59,10,0.25,3.711956522,18,100,5.727272727,47,0.390990059,0.177122977,0.793492048,0.205882353,0.138888889,0.117647059,0.09375,0.088235294,8.096385542,0.24137931,12.13793103,0.862068966,45.68965517,0.034482759,2.862068966,0.172413793,0.058823529,0.970588235,0.344827586,27,4,118,12,452,10,4.320445806,1122.203063,36,34,34,34,34,36,1,34,118,0,118,34.81512605,0,0.417208966,0.066522054,0.095444685,0.076644975,0.159445407,0.183708839,8,2.666666667,2,17,0
4,2,4,0.175675676,0,162,0.005531468,0,2614.4,0.124685269,0.175675676,0,0.567715168,0.71969697,5.59,10,0.25,3.711956522,18,100,5.727272727,47,0.390990059,0.177122977,0.793492048,0.205882353,0.138888889,0.117647059,0.09375,0.088235294,8.096385542,0.24137931,12.13793103,0.862068966,45.68965517,0.034482759,2.862068966,0.172413793,0.058823529,0.970588235,0.344827586,27,4,118,12,452,10,4.320445806,1122.203063,36,34,34,34,34,36,1,34,118,0,118,34.81512605,0,0.417208966,0.066522054,0.095444685,0.076644975,0.159445407,0.183708839,8,2.666666667,2,17,0
4,2,3,0.5,0,388,0,0,388,0,1,0,0.577517688,0.635294118,5.525862069,10,0.017647059,3.311111111,18,100,4.623529412,37,0.299252801,1,0.299252801,0.142857143,0.064516129,0.071428571,0.037037037,0,8.725490196,0,8.153846154,0.230769231,55.80769231,0,3.923076923,1.615384615,0.178571429,0.964285714,1.346153846,53,3,157,11,313,17,5.129361476,1054.581348,31,28,1,1,1,31,28,28,0,0,126,29.99212598,0,0.352870813,0.016148325,0.408492823,0.062799043,0.045762712,0.177966102,70,2,0,22,0
4,1,4,0.5,0.647575,450,0.184262169,0.7752,1876.166667,0.458913899,0.75,1,0.693161428,0.947368421,5.803571429,10,2.070175439,3.869047619,14,100,5.403508772,47,0.549649414,0.25819889,0.894427191,0.095238095,0.1,0.095238095,0.514285714,0.142857143,9.540540541,0.117647059,11.29411765,0.823529412,41,0.058823529,2.176470588,0,0,0.857142857,0.411764706,23,3,95,6,459,15,4.294508311,573.2580645,40,21,21,20,21,40,1,1,95,0,95,38.59375,0,0.231241473,0.039563438,0.012278308,0.040245566,0.171091445,0.174041298,39,2.5,1,9,1
4,1,2,0.840909091,0,1843,0,0.5,1843,0,1,1,0.078948036,0.62295082,6.114285714,11,0,4.815450644,16,0,4.68852459,24,0,1,0,0.268292683,0,0.073170732,0.023809524,1.268292683,4.25,0,14.24390244,0.170731707,44.56097561,0,4.097560976,0.756097561,0.951219512,0.12195122,0.365853659,29,2,140,16,716,30,4.213069461,527.2178972,41,41,41,1,1,26,41,41,0,0,139.902439,39.82978723,0,0.067323481,0.005473454,0.561029009,0.026819923,0.081300813,0.398373984,29,1,0,4,0
4,2,2,0.840909091,0,1843,0,0.5,1843,0,1,1,0.078948036,0.62295082,6.114285714,11,0,4.815450644,16,0,4.68852459,24,0,1,0,0.268292683,0,0.073170732,0.023809524,1.268292683,4.25,0,14.24390244,0.170731707,44.56097561,0,4.097560976,0.756097561,0.951219512,0.12195122,0.365853659,29,2,140,16,716,30,4.213069461,527.2178972,41,41,41,1,1,26,41,41,0,0,139.902439,39.82978723,0,0.067323481,0.005473454,0.561029009,0.026819923,0.081300813,0.398373984,29,1,0,4,1
4,2,2,0.840909091,0,1843,0,0.5,1843,0,1,1,0.078948036,0.62295082,6.114285714,11,0,4.815450644,16,0,4.68852459,24,0,1,0,0.268292683,0,0.073170732,0.023809524,1.268292683,4.25,0,14.24390244,0.170731707,44.56097561,0,4.097560976,0.756097561,0.951219512,0.12195122,0.365853659,29,2,140,16,716,30,4.213069461,527.2178972,41,41,41,1,1,26,41,41,0,0,139.902439,39.82978723,0,0.067323481,0.005473454,0.561029009,0.026819923,0.081300813,0.398373984,29,1,0,4,1
4,3,3,0.885668277,0.5,0,3.42E-05,0.5,921.5,3.42E-05,0.885668277,0.5,0.448144674,0.814814815,6.409090909,10,2.530864198,3.480263158,20,100,6.12345679,45,0.735036212,0.48507125,1,0.65625,0,0.0625,0.304347826,0.28125,9.318181818,0.28125,10.25,1.03125,34.3125,0,1.375,0.8125,0,0.75,0.40625,25,2,77,6,730,14,4.351599063,965.6186625,45,31,32,32,1,45,32,1,113.3555556,114.2222222,0,0,0,0.216374269,0.056042885,0,0.052631579,0.259009009,0.243243243,32,2.454545455,3,23,0
4,4,3,1,0,0,0.005760917,0,198.5,0.12177524,1,0,0.466613442,0.929577465,4,12,0.577464789,1.843478261,10,100,12.29577465,57,0.505529192,0.20519567,1,0.166666667,0,0.033333333,0.032258065,0.333333333,8.219512195,0.2,16.8,0.533333333,34.93333333,0,1.366666667,0,0,0.866666667,0.2,19,2,91,4,564,9,3.650889722,781.3821247,34,30,30,30,30,1,1,1,60.97058824,0,0,0,0,0.277366255,0.067489712,0,0.074897119,0.243323442,0.270029674,40,4.333333333,0,20,1
4,2,4,0.078947368,1,0,0,1,840,0.121918736,0.078947368,1,0.335016221,0.630769231,4.47311828,11,0.007692308,2.473933649,20,100,8.392307692,45,0.352528938,0.114707867,0.983738754,0.090909091,0.160714286,0.127272727,0.021276596,0.090909091,6.142857143,0.02173913,9.391304348,0.782608696,31.95652174,0.02173913,2.130434783,0.043478261,0.090909091,0.709090909,0.717391304,29,3,105,12,522,14,4.37347151,1879.341322,56,55,55,55,44,55,55,55,105,102.625,105,55,105,0.398675497,0.12384106,0.001986755,0.104635762,0.310631229,0.262458472,33,4.1,0,18,0
4,4,4,0.5,0,216,0.126903577,0,318,0.126903577,0.833333333,0,0.335892916,0.763636364,4.25,12,0.4,2.596491228,10,100,7,30,0.470810482,0.11785113,1,0.216216216,0.071428571,0.054054054,0.15,0.324324324,4.7,0.088235294,15.05882353,0.823529412,30.97058824,0,1.470588235,0.029411765,0.054054054,0.675675676,0.088235294,29,6,118,10,630,10,3.508225253,971.7834751,42,37,37,37,37,41,37,37,117.952381,118,0,0,0,0.184893784,0.113296617,0,0.077891424,0.612765957,0.421276596,21,4,2,15,0
4,3,4,0.916666667,1,7,0.000540833,1,545.3636364,0.000540833,1,1,0.479301035,0.758928571,5.341176471,11,4.607142857,5.925,17,100,6.928571429,30,0.562913117,0.149071198,0.933333333,0.171428571,0.01754386,0.085714286,0.37037037,0.028571429,7.813333333,0.117647059,12.94117647,0.470588235,38.58823529,0,2.205882353,0,0.285714286,0.857142857,0.117647059,22,3,92,9,795,29,4.183918218,944.48167,57,35,35,35,35,54,1,35,91.96491228,0,91.98245614,55.95698925,0,0.194199243,0.03320723,0.071458596,0.039932745,0.170995671,0.205627706,50,2.833333333,2,19,0
4,4,3,1,0,1843,0,0.276135833,1843,0,1,0.833333333,0.292099744,0.744186047,4.056603774,9,0,1.074712644,10,0,9.124031008,37,0.396418915,0.125988158,0.742307489,0.117647059,0.117647059,0.029411765,0.032258065,0.029411765,9.615384615,0.066666667,11.06666667,0.666666667,40.73333333,0,2.166666667,0,0,1.176470588,0.7,31,2,88,6,375,8,4.256586399,1219.544534,34,33,34,34,1,33,1,1,0,0,0,0,0,0.511456628,0.078559738,0,0.103109656,0.1536,0.2016,57,2.8,0,17,0
4,4,2,0.75,0,16,0.001978491,0,5353.413793,0.086660716,0.75,0,0.141092256,0.789090909,3.846153846,11,0,3.015060241,20,0,8.254545455,45,0.252004307,0.138675049,0.421997858,0.142857143,0.102040816,0.142857143,0.022222222,0,9.454545455,0,10.27272727,0.5,46.40909091,0,3,0,0,1.020408163,0.977272727,33,5,106,8,516,30,4.621689901,2117.798355,49,49,1,1,48,44,1,1,0,0,0,0,0,0.611165524,0.045053869,0,0.091087169,0.073717949,0.149038462,200,3,1,23,0
4,4,2,0.75,0,16,0.001978491,0,5353.413793,0.086660716,0.75,0,0.141092256,0.789090909,3.846153846,11,0,3.015060241,20,0,8.254545455,45,0.252004307,0.138675049,0.421997858,0.142857143,0.102040816,0.142857143,0.022222222,0,9.454545455,0,10.27272727,0.5,46.40909091,0,3,0,0,1.020408163,0.977272727,33,5,106,8,516,30,4.621689901,2117.798355,49,49,1,1,48,44,1,1,0,0,0,0,0,0.611165524,0.045053869,0,0.091087169,0.073717949,0.149038462,200,3,1,23,1
4,4,4,0.96875,0,11,7.53E-05,0.186447222,1634,0.049917156,1,1,0.269684702,0.920289855,4.582677165,10,0,2.38172043,9,0,9.130434783,45,0.524781294,0.297044263,0.882352941,0.266666667,0.1,0.333333333,0.035714286,0.033333333,8.375,0.037037037,14.51851852,0.888888889,51,0.037037037,2.962962963,0.037037037,0.1,1.2,0.703703704,23,6,100,8,464,8,4.354108284,1518.987539,30,30,30,30,30,29,30,30,0,0,100,29,0,0.477124183,0.068990559,0.013071895,0.10530138,0.144596651,0.220700152,25,3,2,14,0
4,4,4,0.96875,0,11,7.53E-05,0.186447222,1634,0.049917156,1,1,0.269684702,0.920289855,4.582677165,10,0,2.38172043,9,0,9.130434783,45,0.524781294,0.297044263,0.882352941,0.266666667,0.1,0.333333333,0.035714286,0.033333333,8.375,0.037037037,14.51851852,0.888888889,51,0.037037037,2.962962963,0.037037037,0.1,1.2,0.703703704,23,6,100,8,464,8,4.354108284,1518.987539,30,30,30,30,30,29,30,30,0,0,100,29,0,0.477124183,0.068990559,0.013071895,0.10530138,0.144596651,0.220700152,25,3,2,14,0
4,4,3,0.916666667,0,0,0,0.333333333,3145.782609,0.05360382,1,1,0.284983337,0.808259587,4.099071207,10,0.569321534,2.216080402,18,100,10.24188791,52,0.329240971,0.188982237,0.606091527,0.192982456,0.136363636,0.245614035,0.020408163,0.035087719,11.20422535,0.041666667,12.5,0.333333333,52.95833333,0,2.958333333,0.083333333,0.105263158,0.877192982,0.958333333,29,2,86,6,746,28,4.577846152,2383.069903,66,57,57,57,57,66,57,57,83.63636364,0,0,0,0,0.526228967,0.021774992,0,0.069943913,0.04137931,0.132915361,118,2.333333333,2,29,0
4,4,3,0.916666667,0,0,0,0.333333333,3145.782609,0.05360382,1,1,0.284983337,0.808259587,4.099071207,10,0.569321534,2.216080402,18,100,10.24188791,52,0.329240971,0.188982237,0.606091527,0.192982456,0.136363636,0.245614035,0.020408163,0.035087719,11.20422535,0.041666667,12.5,0.333333333,52.95833333,0,2.958333333,0.083333333,0.105263158,0.877192982,0.958333333,29,2,86,6,746,28,4.577846152,2383.069903,66,57,57,57,57,66,57,57,83.63636364,0,0,0,0,0.526228967,0.021774992,0,0.069943913,0.04137931,0.132915361,118,2.333333333,2,29,0
4,1,5,0.5,0,1,0,0,1980.166667,0.207777565,0.916666667,0,0.308735877,0.871794872,4.774774775,9,0,2.079754601,10,0,6.974358974,37,0.436069397,0.113960576,0.872871561,0.15625,0.0625,0.1875,0.032258065,0.03125,7.736111111,0.1,11.73333333,0.666666667,39.36666667,0,2.4,0,0.0625,1.125,0.466666667,18,3,101,12,423,16,4.171073509,1109.20479,32,32,32,32,32,28,1,32,0,0,101,30.83333333,0,0.401354784,0.067739204,0.088907705,0.094834886,0.168776371,0.23628692,22,3,0,16,1
4,2,5,0.5,0,1,0,0,1980.166667,0.207777565,0.916666667,0,0.308735877,0.871794872,4.774774775,9,0,2.079754601,10,0,6.974358974,37,0.436069397,0.113960576,0.872871561,0.15625,0.0625,0.1875,0.032258065,0.03125,7.736111111,0.1,11.73333333,0.666666667,39.36666667,0,2.4,0,0.0625,1.125,0.466666667,18,3,101,12,423,16,4.171073509,1109.20479,32,32,32,32,32,28,1,32,0,0,101,30.83333333,0,0.401354784,0.067739204,0.088907705,0.094834886,0.168776371,0.23628692,22,3,0,16,0
4,4,4,0.75,0,0,0.000166586,0.80952381,1032.666667,0.180915355,1,1,0.243095979,0.948387097,5.428571429,11,1.787096774,6.613065327,24,100,7.283870968,45,0.662238766,0.23570226,0.9258201,0.075,0.176470588,0.175,0.225,0.5,8.75257732,0.096774194,12.51612903,0.483870968,49.35483871,0.096774194,3.129032258,0,0.175,0.9,0.580645161,20,2,86,7,586,20,4.395732997,1529.884664,51,39,38,40,38,46,1,40,85.96078431,0,86,49.89655172,0,0.401911469,0.027162978,0.038229376,0.075955734,0.067584481,0.188986233,50,2.666666667,3,18,0
4,4,5,0.841463415,0,10,0.011211951,0,399.6666667,0.025343482,0.9,0,0.165990993,0.777777778,5.52238806,12,0.126984127,2.705685619,15,100,6.162698413,37,0.372924954,0.064549722,1,0.362068966,0.05,0.137931034,0.017857143,0.189655172,8.10625,0.090909091,0,0.581818182,33.2,0.018181818,2.909090909,0.127272727,0.068965517,1.017241379,0.690909091,22,3,95,11,196,21,4.958407849,2752.545713,60,58,58,58,1,56,58,58,97,97,97,58.86734694,0,0.604573606,0.064792758,0.02334445,0.11291091,0.107171001,0.186761229,46,3,0,37,1
4,4,4,0.75,0,138,0,0.5,138,0,0.833333333,1,0.571676016,0.56,6.704545455,12,0.22,3.547945205,11,100,4,37,0.589757105,0.365148372,1,0.192307692,0.133333333,0.192307692,0.043478261,0.153846154,4.104166667,0.181818182,0,0.636363636,18.18181818,0.045454545,2.181818182,0.181818182,0.307692308,0.576923077,0.227272727,10,2,104,13,74,6,4.742422788,765.709074,30,26,26,25,26,30,26,26,63.83333333,64,0,0,0,0.353982301,0.10619469,0,0.143362832,0.3,0.405,11,2.5,1,18,1
4,4,2,0.5,0,388,0,0.5,1479.25,0,1,1,0.23838903,0.786982249,4.447368421,12,0.165680473,7.40625,31,100,6.591715976,37,0,1,0,0.56,0.142857143,0.34,0.023255814,0,6.80620155,0,0.19047619,0.166666667,32.71428571,0,3.071428571,0.952380952,0.34,0.7,0.595238095,22,3,83,7,170,28,5.071778572,1860.670538,56,48,1,1,50,31,50,50,85,84.98214286,84.98214286,54.96511628,0,0.495527728,0.016696482,0.157423971,0.1019678,0.033694344,0.205776173,50,1,0,34,1
4,1,4,0.833333333,0,0,0.00015974,0.555555556,0.004690803,0.277836217,1,1,0.258783221,0.897777778,4.714285714,12,0.035555556,2.111888112,14,100,7.475555556,45,0.541440322,0.096225045,0.949546915,0.243243243,0.052631579,0.513513514,0.027777778,0.243243243,10.28947368,0.142857143,14.97142857,0.714285714,59.77142857,0.057142857,3.257142857,0.085714286,0,1.189189189,0.771428571,22,3,125,9,637,18,4.484444409,2058.32621,38,37,37,37,37,33,37,1,120,119.7368421,0,0,0,0.553824363,0.047686497,0,0.085930123,0.086104007,0.155157715,32,3.5,5,23,0
4,2,4,0.833333333,0,0,0.00015974,0.555555556,0.004690803,0.277836217,1,1,0.258783221,0.897777778,4.714285714,12,0.035555556,2.111888112,14,100,7.475555556,45,0.541440322,0.096225045,0.949546915,0.243243243,0.052631579,0.513513514,0.027777778,0.243243243,10.28947368,0.142857143,14.97142857,0.714285714,59.77142857,0.057142857,3.257142857,0.085714286,0,1.189189189,0.771428571,22,3,125,9,637,18,4.484444409,2058.32621,38,37,37,37,37,33,37,1,120,119.7368421,0,0,0,0.553824363,0.047686497,0,0.085930123,0.086104007,0.155157715,32,3.5,5,23,0
4,3,3,0.5,0,0.001849894,0.000810109,0.375,0.001849894,0.000810109,0.875,1,0.527288437,0.795918367,4.582278481,10,0.479591837,1.937062937,8,100,9.642857143,45,0.593157773,0.316227766,1,0.222222222,0,0.259259259,0.035714286,0.074074074,9.2,0.148148148,9.185185185,0.62962963,38.44444444,0,2.222222222,0.111111111,0.037037037,1.074074074,0.62962963,22,3,119,8,315,12,4.402711552,1072.40958,31,26,27,27,1,28,25,27,118.9677419,119,0,0,0,0.480417755,0.064403829,0,0.098346388,0.134057971,0.204710145,22,2,2,17,0
4,1,5,0.5,0,0,0.000235046,0.125,0.007447626,0.012518701,0.75,0.5,0.133943856,0.822147651,5.261044177,11,0,3.882513661,24,0,7.372483221,38,0.266554252,0.074535599,0.778498944,0.244897959,0.020408163,0.244897959,0.020408163,0,8.457446809,0.083333333,9.125,0.479166667,51.41666667,0.041666667,3.916666667,0,0,1.142857143,0.979166667,28,2,161,17,559,16,4.86697493,2275.889077,49,49,1,49,49,48,1,1,0,0,160.9795918,47.91975309,0,0.51734104,0.036746491,0.178364988,0.082163501,0.071029529,0.158818835,110,2.5,1,31,0
4,4,5,0.5,0,0,0.000235046,0.125,0.007447626,0.012518701,0.75,0.5,0.133943856,0.822147651,5.261044177,11,0,3.882513661,24,0,7.372483221,38,0.266554252,0.074535599,0.778498944,0.244897959,0.020408163,0.244897959,0.020408163,0,8.457446809,0.083333333,9.125,0.479166667,51.41666667,0.041666667,3.916666667,0,0,1.142857143,0.979166667,28,2,161,17,559,16,4.86697493,2275.889077,49,49,1,49,49,48,1,1,0,0,160.9795918,47.91975309,0,0.51734104,0.036746491,0.178364988,0.082163501,0.071029529,0.158818835,110,2.5,1,31,0
4,3,5,0.5,0,0,0.000235046,0.125,0.007447626,0.012518701,0.75,0.5,0.133943856,0.822147651,5.261044177,11,0,3.882513661,24,0,7.372483221,38,0.266554252,0.074535599,0.778498944,0.244897959,0.020408163,0.244897959,0.020408163,0,8.457446809,0.083333333,9.125,0.479166667,51.41666667,0.041666667,3.916666667,0,0,1.142857143,0.979166667,28,2,161,17,559,16,4.86697493,2275.889077,49,49,1,49,49,48,1,1,0,0,160.9795918,47.91975309,0,0.51734104,0.036746491,0.178364988,0.082163501,0.071029529,0.158818835,110,2.5,1,31,0
4,1,7,0.75,1,0,0,1,0.001849894,0.061222559,0.75,1,0.327948004,0.838709677,4.687179487,11,0.032258065,4.180379747,25,100,6.612903226,44,0.411582867,0.068041382,0.881917104,0.188405797,0,0.072463768,0.014285714,0.101449275,7.917197452,0.072463768,13.01449275,0.434782609,38.2173913,0.043478261,2.275362319,0.028985507,0.072463768,0.869565217,0.594202899,30,3,100,13,1021,17,4.065431924,2537.665601,70,69,69,69,69,55,69,69,100,98.94285714,99.95714286,68.87128713,0,0.410558299,0.042916825,0.08355488,0.088492214,0.10453284,0.215541166,60,3.4,0,44,1
4,2,7,0.75,1,0,0,1,0.001849894,0.061222559,0.75,1,0.327948004,0.838709677,4.687179487,11,0.032258065,4.180379747,25,100,6.612903226,44,0.411582867,0.068041382,0.881917104,0.188405797,0,0.072463768,0.014285714,0.101449275,7.917197452,0.072463768,13.01449275,0.434782609,38.2173913,0.043478261,2.275362319,0.028985507,0.072463768,0.869565217,0.594202899,30,3,100,13,1021,17,4.065431924,2537.665601,70,69,69,69,69,55,69,69,100,98.94285714,99.95714286,68.87128713,0,0.410558299,0.042916825,0.08355488,0.088492214,0.10453284,0.215541166,60,3.4,0,44,1
4,2,4,1,0.5,0.136095112,0,0.5,0.136095112,0,1,0.5,0.772827685,0.972222222,4.542857143,8,2.388888889,4.953488372,15,100,9.555555556,37,0.902948627,0.856348839,0.966091783,0.166666667,0,0.083333333,0.333333333,0.166666667,9.75,0.166666667,0.25,0.333333333,27.75,0,2,0,0,0.833333333,0.583333333,24,1,91,6,235,20,4.901690841,299.5579126,49,12,12,12,12,34,1,1,98.95918367,0,98.91836735,47.83,0,0.089442139,0.007376671,0.022591056,0.017980636,0.082474227,0.201030928,52,3,1,5,0
4,4,4,1,0.5,0.136095112,0,0.5,0.136095112,0,1,0.5,0.772827685,0.972222222,4.542857143,8,2.388888889,4.953488372,15,100,9.555555556,37,0.902948627,0.856348839,0.966091783,0.166666667,0,0.083333333,0.333333333,0.166666667,9.75,0.166666667,0.25,0.333333333,27.75,0,2,0,0,0.833333333,0.583333333,24,1,91,6,235,20,4.901690841,299.5579126,49,12,12,12,12,34,1,1,98.95918367,0,98.91836735,47.83,0,0.089442139,0.007376671,0.022591056,0.017980636,0.082474227,0.201030928,52,3,1,5,0
4,2,2,0.666666667,0,0.005021415,0.004173861,0.597434483,0.005021415,0.004173861,1,1,0.504893064,0.776785714,5.825842697,10,0.200892857,6.121338912,34,100,8.348214286,45,0,1,0,0,0.027027027,1.090909091,0.085714286,0,10.13740458,0,0,0.375,55.4375,0,4.09375,0.09375,0,1.484848485,0.78125,22,1,102,7,152,38,5.294405323,1839.406032,37,1,1,1,1,37,33,1,104,0,103.8378378,35.92380952,0,0.547076313,0.020317146,0.164023786,0.086719524,0.037137681,0.158514493,312,1,0,29,0
4,4,2,0.666666667,0,0.005021415,0.004173861,0.597434483,0.005021415,0.004173861,1,1,0.504893064,0.776785714,5.825842697,10,0.200892857,6.121338912,34,100,8.348214286,45,0,1,0,0,0.027027027,1.090909091,0.085714286,0,10.13740458,0,0,0.375,55.4375,0,4.09375,0.09375,0,1.484848485,0.78125,22,1,102,7,152,38,5.294405323,1839.406032,37,1,1,1,1,37,33,1,104,0,103.8378378,35.92380952,0,0.547076313,0.020317146,0.164023786,0.086719524,0.037137681,0.158514493,312,1,0,29,1
